title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,object-id,repo-id
Individual      employees [02],,1942,"J.D. and Walter Piper, another of the father-son teams at Potlatch.",United States--Idaho--Latah County--Potlatch,photographs,46.917514,-116.900185,Image;StillImage,image/jpg,Potlatch Corporation,295,plcphotos
"Potlatch Unit picnic, 1948 [13]",,1948,Employees at a picnic table.,United States--Washington--Whitman County--Palouse,picnic tables; parks,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,296,plcphotos
"Potlatch Unit picnic, 1948 [10]",,1948,Employees at a picnic table.,United States--Washington--Whitman County--Palouse,parks; picnics; families;,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,297,plcphotos
"Potlatch Unit picnic, 1948 [01]",,1948,Horseshoe contest judges.,United States--Washington--Whitman County--Palouse,games; judges; parks; picnics,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,298,plcphotos
"Potlatch Unit picnic, 1948 [09]",,1948,View of picnic tables at Palouse Town Park,United States--Washington--Whitman County--Palouse,picnics; families; parks,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,299,plcphotos
"Potlatch Unit picnic, 1948 [06]",,1948,The picnic was held at Palouse Town Park on Sept. 6.,United States--Washington--Whitman County--Palouse,parks; picnics; families;,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,300,plcphotos
"Potlatch Unit picnic, 1948 [08]",,1948,Children enjoying the slide and swings at Palouse Town Park.,United States--Washington--Whitman County--Palouse,children; slides (recreation equipment); railroad bridges,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,301,plcphotos
"Potlatch Unit picnic, 1948 [03]",,1948,Employees at the coffee stand,United States--Washington--Whitman County--Palouse,parks; picnics; picnic tables,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,302,plcphotos
Dry sheds & remanufacturing sheds [09],,1924,Erecting dry shed 6.,United States--Idaho--Latah County--Potlatch,exteriors; buildings; construction; workers,46.921395,-116.901443,Image;StillImage,image/jpg,Potlatch Corporation,303,plcphotos
"Potlatch Unit picnic, 1948 [07]",,1948,Children at the swimming pool.,United States--Washington--Whitman County--Palouse,swimming pools; children; railroad bridges,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,304,plcphotos
"Potlatch Unit picnic, 1948 [04]",,1948,Horseshoe pitching contest.,United States--Washington--Whitman County--Palouse,parks; games,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,305,plcphotos
Individual      employees [04],,1945,Both soldiers with their fathers.,United States--Idaho--Latah County--Potlatch,photographs,46.92266,-116.895744,Image;StillImage,image/jpg,Potlatch Corporation,306,plcphotos
"Potlatch Unit picnic, 1949 [14]",,1949,Flagpole at Palouse Town Park.,United States--Washington--Whitman County--Palouse,parks; flagpoles,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,307,plcphotos
"Potlatch Unit picnic, 1949 [10]",,1949,"John Gano, Albert Moody and Walt Mallory preparing hot dogs for the crowd.",United States--Washington--Whitman County--Palouse,picnic tables; parks; workers,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,308,plcphotos
"Potlatch Unit picnic, 1949 [05]",,1949,Chow line,United States--Washington--Whitman County--Palouse,families; picnics,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,309,plcphotos
"Potlatch Unit picnic, 1949 [03]",,1949,Chow line,United States--Washington--Whitman County--Palouse,families; picnics,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,310,plcphotos
"Potlatch Unit picnic, 1949 [12]",,1949,Ice cream line,United States--Washington--Whitman County--Palouse,families; picnics,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,311,plcphotos
"Potlatch Unit picnic, 1949 [11]",,1949,Spectators at the pool,United States--Washington--Whitman County--Palouse,girls,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,312,plcphotos
"Potlatch Unit picnic, 1949 [06]",,1949,Children enjoying the swimming pool.,United States--Washington--Whitman County--Palouse,children; swimming pools,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,313,plcphotos
Dry sheds & remanufacturing sheds [06],,1924,Erecting dry shed 6.,United States--Idaho--Latah County--Potlatch,exteriors; buildings; construction; workers,46.921395,-116.901443,Image;StillImage,image/jpg,Potlatch Corporation,314,plcphotos
"Potlatch Unit picnic, 1949 [07]",,1949,Views of the pie eating contest.,United States--Washington--Whitman County--Palouse,participants,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,315,plcphotos
W.J. Gamble's winter pictures [14],,1939,Roof of a building in winter.,United States--Idaho--Latah County--Potlatch,winter; buildings,46.918068,-116.899759,Image;StillImage,image/jpg,Potlatch Corporation,316,plcphotos
"Potlatch Unit picnic, 1949 [01]",,1949,Views of the pie eating contest.,United States--Washington--Whitman County--Palouse,participants; pies,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,317,plcphotos
"Potlatch Unit picnic, 1949 [08]",,1949,Children enjoying the swimming pool.,United States--Washington--Whitman County--Palouse,children; swimming pools,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,318,plcphotos
"Potlatch Unit picnic, 1949 [04]",,1949,Views of the pie eating contest.,United States--Washington--Whitman County--Palouse,participants; pies,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,319,plcphotos
"Potlatch Unit picnic, 1949 [09]",,1949,Views of the pie eating contest.,United States--Washington--Whitman County--Palouse,participants; group photo,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,320,plcphotos
"Potlatch Unit picnic, 1949 [13]",,1949,Views of the pie eating contest.,United States--Washington--Whitman County--Palouse,participants,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,321,plcphotos
"Potlatch Unit picnic,1949, Sporting events [02]",,1949,Girls foot race.,United States--Washington--Whitman County--Palouse,children; parks; railroad bridges,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,322,plcphotos
"Potlatch Unit picnic,1949, Sporting events [04]",,1949,Boys foot race.,United States--Washington--Whitman County--Palouse,children; parks; railroad bridges,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,323,plcphotos
"Potlatch Unit picnic,1949, Sporting events [03]",,1949,Rolling pin throwing contest (for wives only).,United States--Washington--Whitman County--Palouse,women; parks; railroad bridges,46.908807,-117.080837,Image;StillImage,image/jpg,Potlatch Corporation,324,plcphotos
"The site of Headquarters, ID",,1930,"Looking across the railroad tracks towards the site of Headquarters, ID. Three stacks of lumber sit on stilts. Written on the back of the photograph is 'Headquarters 1930s'.",United States--Idaho--Clearwater County--Headquarters,company towns; railroads (infrastructure),46.629907,-115.809309,image;stillimage,image/jpg,,325,plcphotos
Observing the town,,1927,"Three men sit on the porch of the store building in Headquarters, ID. The description on the back of the photograph says that the log building in the background area is now occupied by Headquarters Dry Store.",United States--Idaho--Clearwater County--Headquarters,towns,46.629907,-115.809309,image;stillimage,image/jpg,,326,plcphotos
Small town in the forest,,1930,A small town in a valley. A bridge over a creek can be seen as well as a lot of parked cars.,United States--Idaho--Clearwater County--Headquarters,towns,46.629907,-115.809309,image;stillimage,image/jpg,,327,plcphotos
The Todd house,,1944,"The Todd family house in Headquarters, ID is surrounded by snow covered trees. A creek can be seen in the lower part of the photograph",United States--Idaho--Clearwater County--Headquarters,homesites; houses,46.629898,-115.811471,image;stillimage,image/jpg,,328,plcphotos
"Headquarters, Idaho [02]",,1926-08-27,"Headquarters, Idaho. Written on the bottom of the photograph: 'Headquarters from N. P.Orade 8-27-26 No. 50. Written on the back of the photograph: Before C.T. Co took it over. Also stamped on the back is the photographer: J. F. Anderson, Photo. Phones - Studio 1750 Res 1448W 412 Main St.. Lewiston, Idaho'",United States--Idaho--Clearwater County--Headquarters,towns,46.629907,-115.809309,image;stillimage,image/jpg,"Anderson, J. F.",329,plcphotos
Log cabin in the woods,,1924,A man stands on the porch while another stands below him on the ground at a log cabin in the woods. Written on the back of the photograph is 'reprinted from old Beat Curtis photo. Copy negative made August 58,United States--Idaho--Clearwater County--Headquarters,log cabins (houses),46.629907,-115.809309,image;stillimage,image/jpg,,330,plcphotos
CTPA Headquarters buildings,,1926-08-26,"In the foreground, a sign reads C.T.P.A Headquarters (Clearwater Timber Protective Association). In the background, a man leans against a post of a log building. On the envelope holding the picture: Copy negative of the original (first) Clearwater Timber Protective Assn. Headquarters dated 8-26-26. This building still stands on this site at the Potlatch town of Headquarters. The building was used by Potlatch after the CPTPA moved to it's present site on 'White's Meadow' for a transient's bunkhouse, then as a grocery store and most recently (as of 1987) as a saw shop.",United States--Idaho--Clearwater County--Headquarters,towns,46.629907,-115.809309,image;stillimage,image/jpg,,331,plcphotos
Train engine and wood cargo,,1935,"Engine #73 sits on snow-covered railroad tracks in Headquarters, ID",United States--Idaho--Clearwater County--Headquarters,track components; railroad cars; railroads (infrastructure); rails (transit system elements),46.629907,-115.809309,image;stillimage,image/jpg,,332,plcphotos
Flying a load of logs [01],,1981,A Vertol twin rotor helicopter flies a load of logs to the log deck,United States--Idaho--Clearwater County--Sneak Creek,helicopters,46.822049,-115.541434,image;stillimage,image/jpg,,333,plcphotos
Flying a load of logs [03],,1981,A Vertol twin rotor helicopter flies a load of logs to the log deck,United States--Idaho--Clearwater County--Sneak Creek,helicopters,46.822049,-115.541434,image;stillimage,image/jpg,,334,plcphotos
Helicopter logging,,1981,A helicopter is used to log trees out of rugged terrain,United States--Idaho--Clearwater County--Sneak Creek,helicopters,46.822049,-115.541434,image;stillimage,image/jpg,,335,plcphotos
Flying a load of logs [02],,1981,A Vertol twin rotor helicopter flies a load of logs to the log deck,United States--Idaho--Clearwater County--Sneak Creek,helicopters,46.822049,-115.541434,image;stillimage,image/jpg,,336,plcphotos
Jaype Mill Dedication [02],,1965,Dedication of the Jaype Mill. A man is standing at the podium speaking with other officials seated behind him. A man stands behind him photographing the scene. Boards of lumber are also seen behind him,United States--Idaho--Clearwater County--Jaype,dedications (ceremonies),46.530186,-115.829863,image;stillimage,image/jpg,"Talbott, John",337,plcphotos
The site for the Jaype Mill,,1964-09-15,The site is where the future mill in Jaype will stand. In the background are construction equipment and a house. Two men walk towards the camera,United States--Idaho--Clearwater County--Jaype,construction sites,46.530186,-115.829863,image;stillimage,image/jpg,,338,plcphotos
Aerial view of the Jaype Mill,,1973-10-16,"An aerial view of the Mill, lumber yards, and rail tracks around the mill.",United States--Idaho--Clearwater County--Jaype,sawmills; aerial photography; aerial photographs,46.530186,-115.829863,image;stillimage,image/jpg,"Western Ways, Inc.",339,plcphotos
Inspecting the equipment,,1965,Two men inspect some of the equipment at the Jaype Mill during the dedication.,United States--Idaho--Clearwater County--Jaype,dedications (ceremonies); inspection; visual inspection,46.530186,-115.829863,image;stillimage,image/jpg,,340,plcphotos
Train headed to Jaype Mill dedication,,1965,"A train, led by a police car makes its way to the Jaype Mill dedication from Lewiston",United States--Idaho--Clearwater County,railroad cars; rails (transit system elements),46.530184,-115.8298,image;stillimage,image/jpg,,341,plcphotos
Jaype Mill Dedication [01],,1965,A speaker speaks at the Jaypee Mill dedication. Behind the speaker are other speakers as well as stacks of wood stamped and read for distribution.,United States--Idaho--Clearwater County,dedications (ceremonies),46.530184,-115.8298,image;stillimage,image/jpg,,342,plcphotos
Jaype Mill [01],,1965,"An aerial photo of the Jaype mill at Pierce, Idaho. The mill is surrounded by thick forests",United States--Idaho--Clearwater County,aerial photographs; aerial photography; sawmills,46.530184,-115.8298,image;stillimage,image/jpg,,343,plcphotos
Jaype Mill [02],,1965,A color aerial photograph of the Jaype Mill. To the left of the mill are log decks. Behind the mill are un-harvested forests. In front of the mill are the rail lines and empty space for log decks.,United States--Idaho--Clearwater County,aerial photographs; aerial photography; sawmills,46.530184,-115.8298,image;stillimage,image/jpg,,344,plcphotos
Kamiah Mill [03],,1961-04-21,An aerial photograph of the mill at Kamiah.,United States--Idaho--Lewis County--Kamiah,aerial photographs; aerial photography; sawmills,46.241711,-116.037595,image;stillimage,image/jpg,,345,plcphotos
Kamiah Mill [02],,1960-04-28,An aerial photograph of the mill at Kamiah.,United States--Idaho--Lewis County--Kamiah,aerial photographs; aerial photography; sawmills,46.241711,-116.037595,image;stillimage,image/jpg,,346,plcphotos
Working in the Kamiah Mill,,1960,DM Sowa sits at a desk in the Kamiah Mill office.,United States--Idaho--Lewis County--Kamiah,offices (work spaces);,46.241711,-116.037595,image;stillimage,image/jpg,,347,plcphotos
Beno the Safety Steer,,1960,"A man stands in front of the pen holding 'Beno' the safety steer. According to the note on the back of the photograph, this was part of a safety contest for the Kamiah mill.",United States--Idaho--Lewis County--Kamiah,,46.241711,-116.037595,image;stillimage,image/jpg,,348,plcphotos
Lewiston Mill [07],,1980-09-03,An aerial photograph of the Lewiston Mill. It is to be noted that the dam that use to sit east of the mill is now gone. It is also noted that what use to be the log ponds have since filled in more.,United States--Idaho--Nez Perce County,aerial photographs; aerial photography; sawmills; pulp mills,46.426414,-116.97005,image;stillimage,image/jpg,,349,plcphotos
Log jam [01],,1966-05-05,Logs jam underneath the Spalding railroad bridge during a log drive.,United States--Idaho--Nez Perce County,railroads (infrastructure); rivers; log (wood),46.450246,-116.809242,image;stillimage,image/jpg,,350,plcphotos
Camp T3,,1965,The bunkhouses and main building of CampT3 on the North Fork of the Clearwater River. The men here are in preparation for the 1965 log drive.,United States--Idaho--Clearwater County,logging; rivers; logging camps,46.507162,-116.315944,image;stillimage,image/jpg,"Bacon, William W., III",351,plcphotos
Lewiston Mill [08],,1960,"An aerial photograph looking west towards Lewiston, Idaho and Clarkston, Washington and over the Potlatch Mill. In the lower right hand corner is the dam over the Clearwater river.",United States--Idaho--Nez Perce County,aerial photographs; aerial photography; sawmills; pulp mills,46.429638,-116.948335,image;stillimage,image/jpg,,352,plcphotos
Pulling logs into the river,,1945,Two men (Kayes and Loeb) uses teams of horses too pull logs into the river while Golden stands watching off to the right hand side,United States--Idaho--Clearwater County,logging; rivers; horses,46.483152,-116.225533,image;stillimage,image/jpg,,353,plcphotos
Pushing logs into the Clearwater river,,1965,A bulldozer pushes logs into the river to be moved downstream,United States--Idaho--Clearwater County,bulldozers; rivers; log (wood),46.503558,-116.322385,image;stillimage,image/jpg,,354,plcphotos
Back into the river,,1955,A man uses a long pole to push a log back towards the center of the river during a log drive.,United States--Idaho--Clearwater County,rivers; log (wood); logging,46.494161,-116.279762,image;stillimage,image/jpg,,355,plcphotos
Looking over the Clearwater River,,1965,"A man holding an ax stands on Greer Grade and the town of Greer, Idaho. The description on the back of the photograph reads 'traveling to the headquarters of the Clearwater log drive, one leaves U.S. Highway 12. U.S. Highway 12, curing along the far side of the Clearwater river in central Idaho, brings, one to within fifty miles of Camp T. Headquarters of Potlatch Forests, Inc. log drive, last in the nation. This viewpoint on the steep and winding Greer Grade looks down on the hamlet of Greer, clustered between forest and river.'",United States--Idaho--Clearwater County,rivers; loggers,46.395567,-116.14879,image;stillimage,image/jpg,,356,plcphotos
Jet boat on the river,,1965,The jet boat 'Mariposa' powers across the river. On the bank of the river is a farm as well as logs.,United States--Idaho--Clearwater County,rivers; loggers; boats,46.491844,-232.566693,image;stillimage,image/jpg,Tussing Photo,357,plcphotos
Potlatch Oarsman,,1940,"Potlatch men use oars to propel a boat through the Clearwater river in a log drive. Attached to this photograph is a paragraph that reads 'backbreaking stamina was the order of the day for these Potlatch oarsmen several decades ago, when all they had to fight the turbulent Clearwater river with was a heavy wooden bateau and eight sturdy arms. in 1949, the bateau was modified to take a small outboard motor; today's modern boats first appeared on the log drive in 1959'.",United States--Idaho--Clearwater County,rivers; loggers; boats,46.496512,-116.296779,image;stillimage,image/jpg,,358,plcphotos
Clearing a log jam [02],,1940,"Men work to clear a log game on Bedrock creek, Idaho.",United States--Idaho--Shoshone County--Bedrock Creek,creeks (bodies of water); loggers; log (wood); boats,46.522376,-116.583675,image;stillimage,image/jpg,,359,plcphotos
Towing logs,,1960,"Three men in the front of the boat hold ropes attached to a log on the side. One man steers the boat, while the rest watch. The description on the back reads ''Brailing' (towing logs) with 'Cleopatra barge'. This metal boat has been in use since 1959.'",United States--Idaho--Clearwater County--Clearwater River,rivers; loggers; boats; log (wood),46.497747,-116.424769,image;stillimage,image/jpg,,360,plcphotos
Clearing logs in eddies,,1940,Men use long poles to clear logs that have become stuck in eddies. The description on the back of the photograph reads 'men on log drive working in bateaux to clear logs from back eddies.',United States--Idaho--Bonner County--Beaver Creek,creeks (bodies of water); loggers; log (wood); boats,46.457429,-115.540612,image;stillimage,image/jpg,,361,plcphotos
Bateau crew at work,,1939,The men in the boat use oars and long poles to pull logs into the Clearwater River while two men on shore use long poles to help. The description on the back of the photograph reads 'bateau crew at work on North Fork 1939.',United States--Idaho--Clearwater County--Clearwater River,rivers; loggers; boats; log (wood),46.500803,-116.326191,image;stillimage,image/jpg,,362,plcphotos
Moving logs,,1939,The bateau crew moves logs that have become stuck on the shoreline back into the middle of the river,United States--Idaho--Clearwater County--Clearwater River,rivers; loggers; boats; log (wood),46.498676,-116.309561,image;stillimage,image/jpg,,363,plcphotos
Log deck [01],,1970-11-03,A large log deck waits to be moved down river  with the Clearwater river on one side and US highway 12 on the other.,United States--Idaho--Clearwater County--Clearwater River,rivers; log (wood),46.151239,-115.93689,image;stillimage,image/jpg,,364,plcphotos
Large log deck [02],,1950,"The description on the back of the photograph reads 'Approx. 45 million board feet of logs are 'driven' to Lewiston, Idaho each year in one of the few remaining major log drives in the U.S. This deck of logs at Benton Creek on the North Fork of the Clearwater River in Idaho is only one of several stored on the banks by PFI each summer and winter in preparation for the drive into he spring.' In front of the log deck sits a crane ready to move logs into the creek. In the background of the picture is a bridge the crosses the creek.",United States--Idaho--Clearwater County--Benton Creek,creeks (bodies of water); logs; cranes,46.808014,-115.850595,image;stillimage,image/jpg,,365,plcphotos
Dumping logs,,1966-05-04,A crane empties it's arm of a log into Butle Creek.,United States--Idaho--Bonner County--Butler Creek,creeks (bodies of water); logs; cranes,47.435554,-116.453642,image;stillimage,image/jpg,,366,plcphotos
Large log deck [01],,1960,A long log deck sits next to the Clearwater River.,United States--Idaho--Clearwater County,rivers; log (wood),46.466685,-116.242629,image;stillimage,image/jpg,,367,plcphotos
Breaking the log deck,,1960,A man helps push logs into the river as a crane above him dumps logs. The description on the back of the photograph reads ''breaking' the decks to start logs on their way to Lewiston.',United States--Idaho--Clearwater County,rivers; log (wood); cranes; loggers,46.441465,-116.213361,image;stillimage,image/jpg,,368,plcphotos
Placing on the log deck,,1956-08-02,A crane places a load of logs onto the log deck.,United States--Idaho--Valley County--Big Creek,log (wood); cranes,46.409567,-116.182976,image;stillimage,image/jpg,,369,plcphotos
Stacking the deck with snow,,1965,A crane stands waiting for a load of logs to be placed on the deck. Snow can be seen all around the deck and equipment,United States--Idaho--Valley County--Big Creek,snow; log (wood); cranes,46.409567,-116.182976,image;stillimage,image/jpg,,370,plcphotos
Benton Creek Bridge and log deck,,1960,The log deck on Benton Creek in Idaho. In the background is the Benton Creek Bridge. Men work at the bottom of the photograph to prepare the logs to be stacked on the log deck.,United States--Idaho--Clearwater County--Benton Creek,log (wood); cranes; creeks (bodies of water),46.806635,-115.8478,image;stillimage,image/jpg,,371,plcphotos
Log jam [02],,1945,"A large log jam has stopped the flow of the river. Stamped on the back of the photograph is 'Scamahorn Studio Phone RI. 8722, Kuhn Bldg. Spokane, Wash'",United States--Idaho--Nez Perce County--Middle Fork Clearwater River,log (wood); rivers,46.140564,-115.875457,image;stillimage,image/jpg,Scamahorn Studio,372,plcphotos
Unjaming logs,,1945,Men work to unjam logs using peavies),United States--Idaho--Clearwater County--Clearwater River,log (wood); rivers; peavies,46.135177,-115.959576,image;stillimage,image/jpg,"Roberge, Earl",373,plcphotos
Large log jam,,1950,"Men use peavies to unjam a large jam. On the back of the photograph is a paragraph 'a Potlatch rearing crew seeks the key log that will permit this center jam to 'haul' and, hopefully, unravel itself. For obvious reasons, only experienced drivers are permitted to work center jams, while beginners are restricted to jams along the river banks.'",United States--Idaho--Clearwater County--Clearwater River,log (wood); rivers; peavies,46.137162,-115.966234,image;stillimage,image/jpg,,374,plcphotos
Pulling logs out of jam,,1940,"A caterpillar tractor uses cables to pull logs out of a jam. Attached to the photo, a card reads ''Caterpillar' Twenty-Two Tractor with Hyster winch pulling logs out of jam formed above railroad bridge abutment - Clearwater river'",United States--Idaho--Clearwater County--Clearwater River,tractors (agricultural equipment),46.137162,-115.966234,image;stillimage,image/jpg,,375,plcphotos
Getting away from a log jam,,1955,One of Potlatch's boats powers away from a log jam that is breaking up. The description on the back of the photograph reads ''She's hauling' comes the cry of the lookout man as logjam disintegrates into icy current of Clearwater. Men escape in waiting jet boat after uncracking midstream pileup.',United States--Idaho--Clearwater County--Clearwater River,log (wood); rivers; boats,46.164798,-115.994742,image;stillimage,image/jpg,,376,plcphotos
Breaking a log jam,,1940,"Men use peavies to break up a log jam. The description on the back of the photograph reads 'log jam has begun to unsnarl. Men on logs at front are in the most dangerous location--one misstep could send them amid the battering tree lengths. Beginning to unfurl, the log pileup yields its foremost tree lengths into the hungry current. Catty footwork and quick agility saves a peavy pole man from being caught by the rolling water slick logs.'",United States--Idaho--Clearwater County--Clearwater River,peavies; log (wood); rivers,46.137162,-115.966234,image;stillimage,image/jpg,,377,plcphotos
Winter log jam,,1950,Snow covered logs form a jam on the Clearwater River.,United States--Idaho--Clearwater County--Clearwater River,log (wood); river; snow,46.198909,116.021436,image;stillimage,image/jpg,Webster,378,plcphotos
Log jam [03],,1935,A log jam about five miles from the mouth of Elk Creek.,United States--Idaho--Shoshone County--Elk Creek,creeks (bodies of water),46.70825,-116.195845,image;stillimage,image/jpg,ABC print,379,plcphotos
Working logs out of a jam,,1940,Men wearing life vests use peavies to push logs out of a jam near the shore,United States--Idaho--Clearwater County--Clearwater River,rivers; peavies; log (wood),46.370274,-116.168183,image;stillimage,image/jpg,"Roberge, Earl",380,plcphotos
Using peavies to push a log,,1960,men wearing life vests use peavies to push logs back into the river on the 34th annual log drive,United States--Idaho--Clearwater County--Clearwater River,rivers; peavies; log (wood),46.370274,-116.168183,image;stillimage,image/jpg,"Roberge, Earl",381,plcphotos
Driving a log by hand,,1955,"Six men use peavies to drive a log in the rapidly moving river. The descriptions on the back of the photograph read 'muscles straining, half-a-dozen Potlatch drives 'lean into it' as they manhandle a log back into the main stream. Unexpected cold snaps can cause the river to drop as much as two feet in a single day, resulting in thousands of beached logs such as this,' and 'driving logs could be cold hard work at times. Water temperatures were often near 37 degrees and men sometimes worked in it up to their shoulder.'",United States--Idaho--Valley County--Big Creek,creeks (bodies of water); log (wood); peavies,46.405833,-116.187126,image;stillimage,image/jpg,,382,plcphotos
Pushing a log back into the river,,1955,"Two men use peavies to push a log back into river as one stands on a rock, the other on other logs. The description on the back of the photograph reads 'Camp dogs prodding a stranded log, the peavy men perch on midstream rocks to return the tree length to the racing current of the Clearwater.'",United States--Idaho--Clearwater County--Clearwater River,rivers; log (wood); peavies,46.411381,-116.194018,image;stillimage,image/jpg,Tussing Photo,383,plcphotos
Running for safety,,1960,"A Potlatch worker runs after un-jamming a log jam. The description on the back of the photograph reads 'She's hauling: Scrambling for safety, a Potlatch driver 'walks on water' as a wing jam begins to pull itself free from the bank.'",United States--Idaho--Clearwater County--Clearwater River,logger; rivers,46.411381,-116.194018,image;stillimage,image/jpg,,384,plcphotos
Clearing a log jam [01],,1945,Potlatch drivers use peavies to break up a log jam near the show.,United States--Idaho--Clearwater County--Clearwater River,logger; rivers; log (wood),46.414158,-116.197683,image;stillimage,image/jpg,,385,plcphotos
Charles McCollister,,1955,Charles 'Red' McCollister stands looking over the Clearwater holding a peavy.,United States--Idaho--Clearwater County--Clearwater River,logger; rivers; peavies,46.422285,-116.208502,image;stillimage,image/jpg,,386,plcphotos
Moving logs,,1959,"Men use peavies ot move a  log that has breached itself on shore. In the background, a man stands in a boat 'Cleopatra'. Attached to the photograph is a newspaper clipping which reads 'this work with peavies, dynamite, sweat, and brawn goes on through the annual drive like an endless belt of the stream through which the crew sloshes and wades to get the job done. more than 50 million board feet of timber flows downstream. the crew works all but about 15 miles of the 85-mile river course taking to the water when the bulk of the logs are in the mill pond from the two river camps and countless decks of logs stacked by the river by contractors. their work is the 'rearing' operation.'",United States--Idaho--Clearwater County--Clearwater River,logger; rivers; peavies; log (wood),46.450571,-116.21512,image;stillimage,image/jpg,"Chestnut, Tom",387,plcphotos
Jumping logs,,1950,A worker jumps from log to log carrying a peavy.,United States--Idaho--Clearwater County--McIntyre Creek,logger; rivers; peavies; log (wood),46.819418,-115.898241,image;stillimage,image/jpg,"Roberge, Earl",388,plcphotos
Camp 11,,1940,"A view of camp 11 near Bingo Creek, Idaho. Bunkhouses line the area near the railroad.",United States--Idaho--Clearwater County,lumber camps; bunkhouses,46.783134,-115.743344,image;stillimage,image/jpg,,389,plcphotos
Camp 60,,1945,"Description from the photograph reads 'New Camp 60, W. Side Washington Creek. Old CP 60 on E side - lodge Creek or could be old CP60 was car camps (see photo) and this camp prefabs replaced cars.' The bunkhouses shown are more permeant than the railroad cars that were previously used.",United States--Idaho--Clearwater County,lumber camps; bunkhouses,46.69111,-115.649376,image;stillimage,image/jpg,,390,plcphotos
Camp 44 bunkhouses,,1945,"The bunkhouses numbered 2, 3, 4, 5, and the wash house of Camp 44. A man stands in the isle with a broom. The snow is piled up fairly high in-between the buildings.",United States--Idaho--Shoshone County,lumber camps; bunkhouses; snow,47.248329,-115.847438,image;stillimage,image/jpg,,391,plcphotos
Camp D [02],,1915,Camp D showing the bunkhouses that were elevated railcar type houses. Behind the bunkhouses the land is cleared of many trees and looks like it has been burned in a forest fire.,United States--Idaho--Clearwater County,lumber camps; bunkhouses,46.766767,-116.226131,image;stillimage,image/jpg,,392,plcphotos
Log Flume at Camp H,,1931,Water creates splash as a log comes down the flume at Camp H. The description on the back of the photograph says '40% grade on Camp H flume Clearwater Timber Co.',United States--Idaho--Clearwater County,flumes,46.806993,-115.697677,image;stillimage,image/jpg,,393,plcphotos
Skidding logs [02],,1943,A man uses a caterpillar to skid logs down a steep hillside while another man watches,United States--Idaho--Latah County--Saint Joe National Forest,machinery; logging; log (wood); loggers,46.971954,116.508819,image;stillimage,image/jpg,,394,plcphotos
Camp 44 with snow,,1955,Camp 44 bunkhouses almost buried by snow.,United States--Idaho--Shoshone County,lumber camps; bunkhouses; snow,47.248329,-115.847438,image;stillimage,image/jpg,,395,plcphotos
Camp 4,,1926-08-28,"Viewing camp 4. To the left of the road are the bunkhouses for the lumberjacks, while further down the road is administrative buildings and the cookhouse.",United States--Idaho--Latah County,bunkhouses; lumber camps,46.915845,-116.78485,image;stillimage,image/jpg,,396,plcphotos
Skidding logs [01],,1937,A man drives a caterpillar pulling a group of logs down the hillside while another man rides atop the logs.,United States--Idaho--Clearwater County,machinery; logging; log (wood); loggers,46.62485,115.805516,image;stillimage,image/jpg,,397,plcphotos
Camp 2 [02],,1926,The back of the Camp 2 bunkhouses. Also in the picture two horses used for moving the logs.,United States--Idaho--Latah County,lumber camps; bunkhouses,46.930231,-116.698119,image;stillimage,image/jpg,,398,plcphotos
End of the day's work,,1950,A logger removes his boot and pours out the water from a day's work.,United States--Idaho--Clearwater County,logger; boots (footwear),46.714708,-115.9579,image;stillimage,image/jpg,"Spring, Bob; Spring, Ira",399,plcphotos
